ST,INSTRUMENT_ID,QUESTION,ANSWER_ID,ANSWER_TEXT,ESTIMATE_PERCENTAGE,SE
IL,12,How would you describe this business's current operating capacity relative to its operating capacity prior to the Coronavirus pandemic? Note: Operating capacity is the maximum amount of activity this business could conduct under realistic operating conditions.,5,Operating capacity has decreased 50% or more,21.90%,1.42%
IL,13,"How would you describe the current availability of cash on hand for this business, including any financial assistance or loans?",1,1-7 days of business operations,5.30%,0.65%
IL,13,"How would you describe the current availability of cash on hand for this business, including any financial assistance or loans?",2,1-2 weeks of business operations,7.60%,0.82%
IL,13,"How would you describe the current availability of cash on hand for this business, including any financial assistance or loans?",3,3-4 weeks of business operations,17.50%,1.21%
IL,13,"How would you describe the current availability of cash on hand for this business, including any financial assistance or loans?",4,1-2 months of business operations,25.40%,1.47%
IL,13,"How would you describe the current availability of cash on hand for this business, including any financial assistance or loans?",5,3 or more months of business operations,26.70%,1.59%
IL,13,"How would you describe the current availability of cash on hand for this business, including any financial assistance or loans?",6,No cash available for business operations,3.60%,0.50%
IL,13,"How would you describe the current availability of cash on hand for this business, including any financial assistance or loans?",7,Don't know,13.90%,1.49%
IL,14,"Since March 13, 2020, has this business missed any loan payments? Loan payments that have been forgiven or postponed should not be considered to be missed.",1,Yes,2.80%,0.62%
IL,14,"Since March 13, 2020, has this business missed any loan payments? Loan payments that have been forgiven or postponed should not be considered to be missed.",2,No,97.20%,0.62%
IL,15,"Since March 13, 2020, has this business missed any other scheduled payments, not including loans? Examples of other scheduled payments include rent, utilities, and payroll. Scheduled payments that have been forgiven or postponed should not be considered to be missed. Select only one:",1,Yes,9.90%,1.79%
IL,15,"Since March 13, 2020, has this business missed any other scheduled payments, not including loans? Examples of other scheduled payments include rent, utilities, and payroll. Scheduled payments that have been forgiven or postponed should not be considered to be missed. Select only one:",2,No,90.10%,1.79%
IL,16,"Since March 13, 2020, has this business requested financial assistance from any of the following sources?",1,Paycheck Protection Program (PPP),75.00%,0.87%
IL,16,"Since March 13, 2020, has this business requested financial assistance from any of the following sources?",2,Economic Injury Disaster Loans (EIDL),26.00%,1.71%
IL,16,"Since March 13, 2020, has this business requested financial assistance from any of the following sources?",3,Small business administration (SBA) loan forgiveness,14.80%,0.86%
IL,16,"Since March 13, 2020, has this business requested financial assistance from any of the following sources?",5,Deferral of Federal Employment Tax Deposits and Payments,1.40%,0.43%
IL,16,"Since March 13, 2020, has this business requested financial assistance from any of the following sources?",6,Federal sick and family leave tax credits,2.10%,0.39%
IL,16,"Since March 13, 2020, has this business requested financial assistance from any of the following sources?",8,Other Federal programs,2.00%,0.32%
IL,16,"Since March 13, 2020, has this business requested financial assistance from any of the following sources?",9,State or local government programs,4.30%,0.83%
IL,16,"Since March 13, 2020, has this business requested financial assistance from any of the following sources?",10,Banks,7.30%,0.81%
IL,16,"Since March 13, 2020, has this business requested financial assistance from any of the following sources?",11,Self,9.80%,1.02%
IL,16,"Since March 13, 2020, has this business requested financial assistance from any of the following sources?",12,Family or friends,3.60%,0.81%
IL,16,"Since March 13, 2020, has this business requested financial assistance from any of the following sources?",13,Other sources,3.70%,0.88%
IL,16,"Since March 13, 2020, has this business requested financial assistance from any of the following sources?",14,"This business has not requested financial assistance from any source since March 13, 2020",17.80%,1.17%
IL,17,"Since March 13, 2020, has this business received financial assistance from any of these programs from the Federal government?",1,Paycheck Protection Program (PPP),72.70%,0.97%
IL,17,"Since March 13, 2020, has this business received financial assistance from any of these programs from the Federal government?",2,Economic Injury Disaster Loans (EIDL),22.40%,1.75%
IL,17,"Since March 13, 2020, has this business received financial assistance from any of these programs from the Federal government?",3,SBA loan forgiveness,9.30%,0.75%
IL,17,"Since March 13, 2020, has this business received financial assistance from any of these programs from the Federal government?",5,Deferral of Federal Employment Tax Deposits and Payments,1.30%,0.44%
IL,17,"Since March 13, 2020, has this business received financial assistance from any of these programs from the Federal government?",6,Federal sick and family leave tax credits,1.80%,0.43%
IL,17,"Since March 13, 2020, has this business received financial assistance from any of these programs from the Federal government?",8,Other Federal programs,2.90%,0.49%
IL,17,"Since March 13, 2020, has this business received financial assistance from any of these programs from the Federal government?",9,"This business has not requested financial assistance from any source since March 13, 2020",21.50%,0.99%
IL,18,"Since March 13, 2020, has there been an increase in this business's use of online platforms to offer goods or services?",1,Yes,22.80%,1.09%
IL,18,"Since March 13, 2020, has there been an increase in this business's use of online platforms to offer goods or services?",2,No,30.80%,1.37%
IL,18,"Since March 13, 2020, has there been an increase in this business's use of online platforms to offer goods or services?",3,This business does not use online platforms to offer goods or services.,46.40%,1.31%
IL,19,"In the next 6 months, do you think this business will need to do any of the following?",1,Obtain financial assistance or additional capital,27.50%,1.23%
IL,19,"In the next 6 months, do you think this business will need to do any of the following?",2,Identify new supply chain options,12.10%,1.42%
IL,19,"In the next 6 months, do you think this business will need to do any of the following?",3,Develop online sales or websites,11.10%,1.50%
IL,19,"In the next 6 months, do you think this business will need to do any of the following?",4,Increase marketing or sales,33.40%,1.51%
IL,19,"In the next 6 months, do you think this business will need to do any of the following?",5,Learn how to better provide for the safety of customers and employees,16.60%,1.60%
IL,19,"In the next 6 months, do you think this business will need to do any of the following?",6,Identify and hire new employees,20.60%,1.27%
IL,19,"In the next 6 months, do you think this business will need to do any of the following?",7,Permanently close this business,5.80%,0.64%
IL,19,"In the next 6 months, do you think this business will need to do any of the following?",8,None of the above,32.70%,1.97%
IL,20,"In your opinion, how much time do you think will pass before this business returns to its normal level of operations relative to one year ago?",2,2-3 months,3.50%,0.52%
IL,20,"In your opinion, how much time do you think will pass before this business returns to its normal level of operations relative to one year ago?",3,4-6 months,14.00%,1.31%
IL,20,"In your opinion, how much time do you think will pass before this business returns to its normal level of operations relative to one year ago?",4,More than 6 months,52.90%,2.06%
IL,20,"In your opinion, how much time do you think will pass before this business returns to its normal level of operations relative to one year ago?",5,I do not believe this business will return to its normal level of operations.,8.50%,1.17%
IL,20,"In your opinion, how much time do you think will pass before this business returns to its normal level of operations relative to one year ago?",6,This business has permanently closed.,1.30%,0.33%
IL,20,"In your opinion, how much time do you think will pass before this business returns to its normal level of operations relative to one year ago?",7,There has been little or no effect on this business's normal level of operations.,12.60%,1.39%
IL,20,"In your opinion, how much time do you think will pass before this business returns to its normal level of operations relative to one year ago?",8,This business has returned to its normal level of operations.,7.10%,1.04%
IL,2,"Overall, how has this business been affected by the Coronavirus pandemic?",1,Large negative effect,30.50%,1.69%
IL,2,"Overall, how has this business been affected by the Coronavirus pandemic?",2,Moderate negative effect,41.60%,1.67%
IL,2,"Overall, how has this business been affected by the Coronavirus pandemic?",3,Little or no effect,18.20%,1.25%
IL,2,"Overall, how has this business been affected by the Coronavirus pandemic?",4,Moderate positive effect,7.20%,0.75%
IL,2,"Overall, how has this business been affected by the Coronavirus pandemic?",5,Large positive effect,2.50%,0.69%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",1,$0 - $500,4.10%,1.03%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",2,"$501 - $2,500",2.60%,0.56%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",3,"$2,501 - $5,000",4.00%,0.51%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",4,"$5,001 - $15,000",9.80%,1.21%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",5,"$15,001 - $50,000",18.40%,1.35%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",6,"$50,001 - $125,000",18.90%,0.89%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",7,"$125,001 - $200,000",8.90%,1.14%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",8,"$200,001 - $500,000",12.20%,0.97%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",9,"$500,001 or more",13.50%,1.22%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",10,Don't know,7.50%,0.81%
IL,4,"In the last week, did this business have a change in operating revenues/sales/receipts, not including any financial assistance or loans?",1,"Yes, increased",8.40%,1.01%
IL,4,"In the last week, did this business have a change in operating revenues/sales/receipts, not including any financial assistance or loans?",2,"Yes, decreased",27.00%,2.07%
IL,4,"In the last week, did this business have a change in operating revenues/sales/receipts, not including any financial assistance or loans?",3,No change,64.60%,1.51%
IL,5,"In the last week, did this business do any of the following?",3,Permanently close a location,1.40%,0.41%
IL,5,"In the last week, did this business do any of the following?",4,None of the above,97.30%,0.65%
IL,6,"In the last week, did this business have a change in the number of paid employees?",1,"Yes, increased",6.50%,1.39%
IL,6,"In the last week, did this business have a change in the number of paid employees?",2,"Yes, decreased",13.00%,1.27%
IL,6,"In the last week, did this business have a change in the number of paid employees?",3,No change,80.50%,1.01%
IL,7,"In the last week, did this business have a change in the total number of hours worked by paid employees?",1,"Yes, increased",6.90%,0.98%
IL,7,"In the last week, did this business have a change in the total number of hours worked by paid employees?",2,"Yes, decreased",15.40%,1.24%
IL,7,"In the last week, did this business have a change in the total number of hours worked by paid employees?",3,No change,77.70%,0.68%
IL,8,"In the last week, did this business require employees to have proof of COVID-19 vaccination before physically coming to work?",1,Yes,5.90%,0.93%
IL,8,"In the last week, did this business require employees to have proof of COVID-19 vaccination before physically coming to work?",2,No,81.70%,1.49%
IL,8,"In the last week, did this business require employees to have proof of COVID-19 vaccination before physically coming to work?",3,"Not applicable, this business did not have employees physically coming to work in the last week.",12.50%,1.02%
IL,9,"In the last week, did this business require employees to test negative for COVID-19 before physically coming to work?",1,Yes,7.00%,0.96%
IL,9,"In the last week, did this business require employees to test negative for COVID-19 before physically coming to work?",2,No,80.10%,1.59%
IL,9,"In the last week, did this business require employees to test negative for COVID-19 before physically coming to work?",3,"Not applicable, this business did not have employees physically coming to work in the last week.",13.00%,1.28%
IL,10,"In the last week, did this business have difficulties hiring paid employees?",1,Yes,35.60%,2.69%
IL,10,"In the last week, did this business have difficulties hiring paid employees?",2,No,27.10%,2.03%
IL,10,"In the last week, did this business have difficulties hiring paid employees?",3,Not applicable,37.30%,2.21%
IL,11,"In the last week, did this business have any of the following?",1,Domestic supplier delays,46.90%,1.81%
IL,11,"In the last week, did this business have any of the following?",2,Foreign supplier delays,17.70%,1.83%
IL,11,"In the last week, did this business have any of the following?",3,Difficulty locating alternate domestic suppliers,23.60%,1.76%
IL,11,"In the last week, did this business have any of the following?",4,Difficulty locating alternate foreign suppliers,7.60%,1.18%
IL,11,"In the last week, did this business have any of the following?",5,Production delays at this business,13.60%,1.34%
IL,11,"In the last week, did this business have any of the following?",6,Delays in delivery / shipping to customers,28.20%,2.36%
IL,11,"In the last week, did this business have any of the following?",7,None of the above,45.80%,1.85%
IL,12,"The White House declared a national emergency because of the Coronavirus pandemic on March 13, 2020. Comparing now to what was normal before March 13, 2020, how has the number of paid employees at this business changed?",1,Large increase in number of paid employee,0.90%,0.30%
IL,12,"The White House declared a national emergency because of the Coronavirus pandemic on March 13, 2020. Comparing now to what was normal before March 13, 2020, how has the number of paid employees at this business changed?",2,Moderate increase in number of paid employees,8.70%,1.13%
IL,12,"The White House declared a national emergency because of the Coronavirus pandemic on March 13, 2020. Comparing now to what was normal before March 13, 2020, how has the number of paid employees at this business changed?",3,Little or no change in number of paid employees,57.20%,1.13%
IL,12,"The White House declared a national emergency because of the Coronavirus pandemic on March 13, 2020. Comparing now to what was normal before March 13, 2020, how has the number of paid employees at this business changed?",4,Moderate decrease in number of paid employees,23.60%,1.46%
IL,12,"The White House declared a national emergency because of the Coronavirus pandemic on March 13, 2020. Comparing now to what was normal before March 13, 2020, how has the number of paid employees at this business changed?",5,Large decrease in number of paid employees,9.60%,1.65%
IL,13,"Comparing now to what was normal before March 13, 2020, how has the number of hours paid employees worked from home changed?",1,Large increase in number of hours worked from home,9.30%,1.14%
IL,13,"Comparing now to what was normal before March 13, 2020, how has the number of hours paid employees worked from home changed?",2,Moderate increase in number of hours worked from home,10.10%,1.55%
IL,13,"Comparing now to what was normal before March 13, 2020, how has the number of hours paid employees worked from home changed?",3,Little or no change in number of hours worked from home,70.70%,2.43%
IL,13,"Comparing now to what was normal before March 13, 2020, how has the number of hours paid employees worked from home changed?",4,Moderate decrease in number of hours worked from home,5.60%,0.90%
IL,13,"Comparing now to what was normal before March 13, 2020, how has the number of hours paid employees worked from home changed?",5,Large decrease in number of hours worked from home,4.40%,1.02%
IL,14,"Comparing now to what was normal before March 13, 2020, how has demand for this business's goods or services changed?",1,Large increase in demand,5.40%,0.87%
IL,14,"Comparing now to what was normal before March 13, 2020, how has demand for this business's goods or services changed?",2,Moderate increase in demand,22.30%,1.72%
IL,14,"Comparing now to what was normal before March 13, 2020, how has demand for this business's goods or services changed?",3,Little or no change in demand,36.80%,1.89%
IL,14,"Comparing now to what was normal before March 13, 2020, how has demand for this business's goods or services changed?",4,Moderate decrease in demand,22.50%,1.86%
IL,14,"Comparing now to what was normal before March 13, 2020, how has demand for this business's goods or services changed?",5,Large decrease in demand,13.10%,1.24%
IL,15,"Comparing now to what was normal before March 13, 2020, how have the prices this business pays for goods and services changed?",1,Large increase in prices,31.20%,2.51%
IL,15,"Comparing now to what was normal before March 13, 2020, how have the prices this business pays for goods and services changed?",2,Moderate increase in prices,37.00%,1.99%
IL,15,"Comparing now to what was normal before March 13, 2020, how have the prices this business pays for goods and services changed?",3,Little or no change in prices,28.30%,0.78%
IL,15,"Comparing now to what was normal before March 13, 2020, how have the prices this business pays for goods and services changed?",4,Moderate decrease in prices,2.50%,0.49%
IL,16,"Since December 27, 2020, has this business received financial assistance from any of the following sources?",1,Paycheck Protection Program (PPP),49.70%,1.50%
IL,16,"Since December 27, 2020, has this business received financial assistance from any of the following sources?",2,Paycheck Protection Program (PPP) loan forgiveness,46.00%,1.82%
IL,16,"Since December 27, 2020, has this business received financial assistance from any of the following sources?",3,Economic Injury Disaster Loans (EIDL),11.20%,1.36%
IL,16,"Since December 27, 2020, has this business received financial assistance from any of the following sources?",4,Restaurant Revitalization Fund,2.20%,0.52%
IL,16,"Since December 27, 2020, has this business received financial assistance from any of the following sources?",7,Other Federal programs,2.40%,0.63%
IL,16,"Since December 27, 2020, has this business received financial assistance from any of the following sources?",8,Other sources,3.60%,0.75%
IL,16,"Since December 27, 2020, has this business received financial assistance from any of the following sources?",9,"This business has not received financial assistance from any source since December 27, 2020.",36.00%,1.24%
IL,17,"In the next 6 months, do you think this business will have business travel expenditures for air, rail, car rental, or lodging?",1,Yes,31.30%,1.79%
IL,17,"In the next 6 months, do you think this business will have business travel expenditures for air, rail, car rental, or lodging?",2,No,35.10%,1.49%
IL,17,"In the next 6 months, do you think this business will have business travel expenditures for air, rail, car rental, or lodging?",3,"Not applicable, this business does not usually have business travel expenditures.",33.60%,1.37%
IL,18,"In the next 6 months, do you think this business will have revenues from exports (revenues from selling products or services internationally)?",1,Yes,4.20%,0.76%
IL,18,"In the next 6 months, do you think this business will have revenues from exports (revenues from selling products or services internationally)?",2,No,37.10%,1.69%
IL,18,"In the next 6 months, do you think this business will have revenues from exports (revenues from selling products or services internationally)?",3,"Not applicable, this business does not usually have revenues from exports",58.70%,1.64%
IL,19,"In the next 6 months, do you think this business will need to do any of the following?",1,Obtain financial assistance or additional capital,16.10%,1.76%
IL,19,"In the next 6 months, do you think this business will need to do any of the following?",2,Identify new supply chain options,21.00%,1.78%
IL,19,"In the next 6 months, do you think this business will need to do any of the following?",3,Develop online sales or websites,10.90%,0.89%
IL,19,"In the next 6 months, do you think this business will need to do any of the following?",4,Increase marketing or sales,30.20%,1.45%
IL,19,"In the next 6 months, do you think this business will need to do any of the following?",5,Identify and hire new employees,41.30%,2.02%
IL,19,"In the next 6 months, do you think this business will need to do any of the following?",6,Make a capital expenditure,16.50%,1.54%
IL,19,"In the next 6 months, do you think this business will need to do any of the following?",7,Cancel or postpone a planned capital expenditure,9.30%,0.92%
IL,19,"In the next 6 months, do you think this business will need to do any of the following?",8,Identify potential markets for exporting products or services,2.80%,0.61%
IL,19,"In the next 6 months, do you think this business will need to do any of the following?",9,Permanently close this business,4.50%,0.74%
IL,19,"In the next 6 months, do you think this business will need to do any of the following?",10,None of the above,31.50%,1.42%
IL,20,"In your opinion, how much time do you think will pass before this business returns to its normal level of operations?",2,2-3 months,2.80%,0.82%
IL,20,"In your opinion, how much time do you think will pass before this business returns to its normal level of operations?",3,4-6 months,11.90%,0.84%
IL,20,"In your opinion, how much time do you think will pass before this business returns to its normal level of operations?",4,More than 6 months,38.30%,2.09%
IL,20,"In your opinion, how much time do you think will pass before this business returns to its normal level of operations?",5,I do not believe this business will return to its normal level of operations.,13.40%,1.40%
IL,20,"In your opinion, how much time do you think will pass before this business returns to its normal level of operations?",7,There has been little or no effect on this business's normal level of operations.,15.20%,0.65%
IL,20,"In your opinion, how much time do you think will pass before this business returns to its normal level of operations?",8,This business has returned to its normal level of operations.,17.40%,1.68%
IL,2,"Overall, how has this business been affected by the Coronavirus pandemic?",1,Large negative effect,34.00%,2.16%
IL,2,"Overall, how has this business been affected by the Coronavirus pandemic?",2,Moderate negative effect,47.70%,2.46%
IL,2,"Overall, how has this business been affected by the Coronavirus pandemic?",3,Little or no effect,13.40%,1.24%
IL,2,"Overall, how has this business been affected by the Coronavirus pandemic?",4,Moderate positive effect,4.00%,0.60%
IL,2,"Overall, how has this business been affected by the Coronavirus pandemic?",5,Large positive effect,1.00%,0.28%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",1,$0 - $500,7.00%,1.20%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",2,"$501 - $2,500",3.90%,0.44%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",3,"$2,501 - $5,000",3.20%,0.94%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",4,"$5,001 - $15,000",8.30%,1.22%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",5,"$15,001 - $50,000",20.30%,1.62%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",6,"$50,001 - $125,000",20.10%,1.41%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",7,"$125,001 - $200,000",9.50%,1.08%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",8,"$200,001 - $500,000",10.60%,1.21%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",9,"$500,001 or more",11.60%,1.35%
IL,3,"In the last month, what were the total operating revenues/sales/receipts for this business, not including any financial assistance or loans?",10,Don't know,5.40%,0.79%
IL,4,"In the last week, did this business have a change in operating revenues/sales/receipts, not including any financial assistance or loans?",1,"Yes, increased",6.10%,0.72%
IL,4,"In the last week, did this business have a change in operating revenues/sales/receipts, not including any financial assistance or loans?",2,"Yes, decreased",44.70%,2.02%
IL,4,"In the last week, did this business have a change in operating revenues/sales/receipts, not including any financial assistance or loans?",3,No change,49.20%,2.00%
IL,5,"In the last week, did this business do any of the following?",2,Temporarily close a location,5.20%,0.79%
IL,5,"In the last week, did this business do any of the following?",3,Permanently close a location,1.70%,0.38%
IL,5,"In the last week, did this business do any of the following?",4,None of the above,93.00%,0.68%
IL,6,"In the last week, did this business have a change in the number of paid employees?",1,"Yes, increased",3.70%,0.90%
IL,6,"In the last week, did this business have a change in the number of paid employees?",2,"Yes, decreased",16.60%,1.10%
IL,6,"In the last week, did this business have a change in the number of paid employees?",3,No change,79.60%,1.38%
IL,7,"In the last week, did this business re-hire any paid employees who had been furloughed or laid off after March 13, 2020?",1,Yes,2.30%,0.52%
IL,7,"In the last week, did this business re-hire any paid employees who had been furloughed or laid off after March 13, 2020?",2,No,41.00%,1.49%
IL,7,"In the last week, did this business re-hire any paid employees who had been furloughed or laid off after March 13, 2020?",3,"This business did not furlough or lay off any paid employees after March 13, 2020.",56.80%,1.38%
IL,8,"In the last week, did this business have a change in the total number of hours worked by paid employees?",1,"Yes, increased",4.80%,0.73%
IL,8,"In the last week, did this business have a change in the total number of hours worked by paid employees?",2,"Yes, decreased",27.10%,1.12%
IL,8,"In the last week, did this business have a change in the total number of hours worked by paid employees?",3,No change,68.10%,1.40%
IL,9,"In the last week, did this business have a change in the total number of hours paid employees worked from home?",1,"Yes, increased",5.00%,1.16%
IL,9,"In the last week, did this business have a change in the total number of hours paid employees worked from home?",2,"Yes, decreased",4.10%,1.04%
IL,9,"In the last week, did this business have a change in the total number of hours paid employees worked from home?",3,No change,36.90%,1.99%
IL,9,"In the last week, did this business have a change in the total number of hours paid employees worked from home?",4,This business does not have paid employees who work from home.,54.00%,2.65%
IL,10,"In the last week, did this business have any of the following?",1,Domestic supplier delays,24.40%,2.36%
IL,10,"In the last week, did this business have any of the following?",2,Foreign supplier delays,8.30%,1.09%
IL,10,"In the last week, did this business have any of the following?",3,Difficulty locating alternate domestic suppliers,10.00%,1.30%
IL,10,"In the last week, did this business have any of the following?",4,Difficulty locating alternate foreign suppliers,3.10%,0.89%
IL,10,"In the last week, did this business have any of the following?",5,Production delays at this business,8.00%,1.02%
IL,10,"In the last week, did this business have any of the following?",6,Delays in delivery / shipping to customers,16.50%,1.33%
IL,10,"In the last week, did this business have any of the following?",7,None of the above,66.70%,2.06%
IL,11,"In the last week, was this business's operating capacity affected by any of the following?",1,Ability to re-hire furloughed or laid off employees and/or hire new employees,6.60%,0.80%
IL,11,"In the last week, was this business's operating capacity affected by any of the following?",2,Availability of employees to work,17.20%,1.17%
IL,11,"In the last week, was this business's operating capacity affected by any of the following?",3,Ability of employees to work from home,3.60%,0.72%
IL,11,"In the last week, was this business's operating capacity affected by any of the following?",4,Physical distancing of employees,12.00%,1.35%
IL,11,"In the last week, was this business's operating capacity affected by any of the following?",5,Physical distancing of customers or clients and/or limits on the number of concurrent customers or clients,21.30%,2.48%
IL,11,"In the last week, was this business's operating capacity affected by any of the following?",6,Availability of Personal Protective Equipment (PPE) and/or related equipment or supplies,5.30%,0.68%
IL,11,"In the last week, was this business's operating capacity affected by any of the following?",7,Availability of other supplies or inputs used to provide good or services,10.90%,1.29%
IL,11,"In the last week, was this business's operating capacity affected by any of the following?",8,None of the above,58.30%,2.31%
IL,12,How would you describe this business's current operating capacity relative to its operating capacity prior to the Coronavirus pandemic? Note: Operating capacity is the maximum amount of activity this business could conduct under realistic operating conditions.,2,Operating capacity has increased less than 50%,4.80%,0.83%
IL,12,How would you describe this business's current operating capacity relative to its operating capacity prior to the Coronavirus pandemic? Note: Operating capacity is the maximum amount of activity this business could conduct under realistic operating conditions.,3,No change in operating capacity,39.40%,1.93%
IL,12,How would you describe this business's current operating capacity relative to its operating capacity prior to the Coronavirus pandemic? Note: Operating capacity is the maximum amount of activity this business could conduct under realistic operating conditions.,4,Operating capacity has decreased less than 50%,34.50%,1.59%
IL,12,How would you describe this business's current operating capacity relative to its operating capacity prior to the Coronavirus pandemic? Note: Operating capacity is the maximum amount of activity this business could conduct under realistic operating conditions.,5,Operating capacity has decreased 50% or more,20.70%,1.60%
IL,13,"How would you describe the current availability of cash on hand for this business, including any financial assistance or loans?",1,1-7 days of business operations,6.30%,0.87%
IL,13,"How would you describe the current availability of cash on hand for this business, including any financial assistance or loans?",2,1-2 weeks of business operations,8.00%,1.17%
IL,13,"How would you describe the current availability of cash on hand for this business, including any financial assistance or loans?",3,3-4 weeks of business operations,16.30%,1.44%
IL,13,"How would you describe the current availability of cash on hand for this business, including any financial assistance or loans?",4,1-2 months of business operations,28.00%,1.61%
IL,13,"How would you describe the current availability of cash on hand for this business, including any financial assistance or loans?",5,3 or more months of business operations,22.80%,1.62%
IL,13,"How would you describe the current availability of cash on hand for this business, including any financial assistance or loans?",6,No cash available for business operations,4.70%,0.50%
IL,13,"How would you describe the current availability of cash on hand for this business, including any financial assistance or loans?",7,Don't know,13.90%,1.55%
IL,14,"Since March 13, 2020, has this business missed any loan payments? Loan payments that have been forgiven or postponed should not be considered to be missed.",1,Yes,3.10%,0.85%
IL,14,"Since March 13, 2020, has this business missed any loan payments? Loan payments that have been forgiven or postponed should not be considered to be missed.",2,No,96.90%,0.85%
IL,15,"Since March 13, 2020, has this business missed any other scheduled payments, not including loans? Examples of other scheduled payments include rent, utilities, and payroll. Scheduled payments that have been forgiven or postponed should not be considered to be missed. Select only one:",1,Yes,10.80%,1.27%
IL,15,"Since March 13, 2020, has this business missed any other scheduled payments, not including loans? Examples of other scheduled payments include rent, utilities, and payroll. Scheduled payments that have been forgiven or postponed should not be considered to be missed. Select only one:",2,No,89.20%,1.27%
IL,16,"Since March 13, 2020, has this business requested financial assistance from any of the following sources?",1,Paycheck Protection Program (PPP),77.50%,1.43%
IL,16,"Since March 13, 2020, has this business requested financial assistance from any of the following sources?",2,Economic Injury Disaster Loans (EIDL),25.80%,1.00%
IL,16,"Since March 13, 2020, has this business requested financial assistance from any of the following sources?",3,Small business administration (SBA) loan forgiveness,13.80%,1.64%
IL,16,"Since March 13, 2020, has this business requested financial assistance from any of the following sources?",5,Deferral of Federal Employment Tax Deposits and Payments,1.40%,0.36%
IL,16,"Since March 13, 2020, has this business requested financial assistance from any of the following sources?",6,Federal sick and family leave tax credits,5.00%,0.70%
IL,16,"Since March 13, 2020, has this business requested financial assistance from any of the following sources?",7,Federal employee retention tax credit,1.30%,0.40%
IL,16,"Since March 13, 2020, has this business requested financial assistance from any of the following sources?",8,Other Federal programs,1.80%,0.87%
IL,16,"Since March 13, 2020, has this business requested financial assistance from any of the following sources?",9,State or local government programs,7.30%,0.98%
IL,16,"Since March 13, 2020, has this business requested financial assistance from any of the following sources?",10,Banks,6.00%,0.48%
IL,16,"Since March 13, 2020, has this business requested financial assistance from any of the following sources?",11,Self,14.30%,1.06%
IL,16,"Since March 13, 2020, has this business requested financial assistance from any of the following sources?",12,Family or friends,5.20%,0.88%
IL,16,"Since March 13, 2020, has this business requested financial assistance from any of the following sources?",13,Other sources,3.30%,0.47%
IL,16,"Since March 13, 2020, has this business requested financial assistance from any of the following sources?",14,"This business has not requested financial assistance from any source since March 13, 2020",15.40%,1.20%
IL,17,"Since March 13, 2020, has this business received financial assistance from any of these programs from the Federal government?",1,Paycheck Protection Program (PPP),77.60%,1.46%
IL,17,"Since March 13, 2020, has this business received financial assistance from any of these programs from the Federal government?",2,Economic Injury Disaster Loans (EIDL),23.80%,1.29%
IL,17,"Since March 13, 2020, has this business received financial assistance from any of these programs from the Federal government?",3,SBA loan forgiveness,9.60%,1.09%
IL,17,"Since March 13, 2020, has this business received financial assistance from any of these programs from the Federal government?",5,Deferral of Federal Employment Tax Deposits and Payments,1.50%,0.38%
IL,17,"Since March 13, 2020, has this business received financial assistance from any of these programs from the Federal government?",6,Federal sick and family leave tax credits,4.30%,0.69%
IL,17,"Since March 13, 2020, has this business received financial assistance from any of these programs from the Federal government?",8,Other Federal programs,2.40%,0.79%
IL,17,"Since March 13, 2020, has this business received financial assistance from any of these programs from the Federal government?",9,"This business has not requested financial assistance from any source since March 13, 2020",18.80%,1.20%
IL,18,"Since March 13, 2020, has there been an increase in this business's use of online platforms to offer goods or services?",1,Yes,22.20%,1.16%
IL,18,"Since March 13, 2020, has there been an increase in this business's use of online platforms to offer goods or services?",2,No,27.80%,1.61%
IL,18,"Since March 13, 2020, has there been an increase in this business's use of online platforms to offer goods or services?",3,This business does not use online platforms to offer goods or services.,50.00%,1.79%
IL,19,"In the next 6 months, do you think this business will need to do any of the following?",1,Obtain financial assistance or additional capital,30.10%,1.06%
