ST,INSTRUMENT_ID,QUESTION,ANSWER_ID,ANSWER_TEXT,ESTIMATE_PERCENTAGE,SE,Cluster
0,3,12,10,46,0.07400000000000001,0.0128,1
0,4,28,1,159,0.305,0.0152,2
0,4,28,2,99,0.695,0.0152,2
0,5,18,1,161,0.08,0.012,2
0,5,18,2,160,0.11800000000000001,0.0069,2
0,5,18,3,99,0.8009999999999999,0.0126,2
0,6,20,1,161,0.11599999999999999,0.015300000000000001,2
0,6,20,2,160,0.303,0.016200000000000003,2
0,6,20,3,99,0.5820000000000001,0.020099999999999996,2
0,7,23,1,159,0.34299999999999997,0.0127,2
0,7,23,2,99,0.657,0.0127,2
0,8,27,1,159,0.06,0.0096,2
0,8,27,2,99,0.94,0.0096,2
0,9,13,1,159,0.128,0.0106,2
0,9,13,2,99,0.872,0.0106,2
0,10,9,1,12,0.052000000000000005,0.0097,1
0,10,9,2,11,0.063,0.0067,1
0,10,9,3,15,0.156,0.0187,1
0,10,9,4,10,0.345,0.013999999999999999,1
0,10,9,5,14,0.24100000000000002,0.0189,1
0,10,9,6,100,0.031,0.0068000000000000005,1
0,10,9,7,46,0.11199999999999999,0.0166,1
0,11,45,1,159,0.040999999999999995,0.0072,2
0,11,45,2,99,0.9590000000000001,0.0072,0
0,12,47,1,159,0.14300000000000002,0.0108,0
0,12,47,2,99,0.857,0.0108,0
0,13,50,1,120,0.789,0.0194,0
0,13,50,2,47,0.23800000000000002,0.0159,0
0,13,50,3,132,0.115,0.0101,0
0,13,50,4,116,0.018000000000000002,0.004699999999999999,0
0,13,50,5,136,0.048,0.0040999999999999995,0
0,13,50,6,29,0.091,0.009899999999999999,0
0,13,50,7,133,0.076,0.009899999999999999,0
0,13,50,8,49,0.028999999999999998,0.005,0
0,13,50,9,117,0.042,0.008,0
0,13,50,10,155,0.15,0.0149,0
0,14,52,1,120,0.763,0.0195,0
0,14,52,2,47,0.159,0.0118,0
0,14,52,3,132,0.061,0.0048,0
0,14,52,4,116,0.016,0.0034999999999999996,0
0,14,52,5,150,0.20199999999999999,0.0183,0
0,15,36,1,9,0.018000000000000002,0.0064,1
0,15,36,2,13,0.12300000000000001,0.0159,0
0,15,36,3,16,0.237,0.0118,0
0,15,36,4,98,0.439,0.0108,0
0,15,36,5,54,0.106,0.0054,0
0,15,36,6,138,0.077,0.0089,0
0,2,40,1,78,0.28,0.0178,2
0,2,40,2,96,0.43700000000000006,0.0181,2
0,2,40,3,85,0.22,0.016,2
0,2,40,4,97,0.046,0.006500000000000001,2
0,2,40,5,79,0.017,0.0045000000000000005,1
0,3,12,1,0,0.047,0.0062,1
0,3,12,2,8,0.024,0.0069,1
0,3,12,3,3,0.031,0.0078000000000000005,1
0,3,12,4,5,0.107,0.016,1
0,3,12,5,2,0.193,0.0146,1
0,3,12,6,6,0.2,0.017,1
0,3,12,7,1,0.08800000000000001,0.0111,1
0,3,12,8,4,0.127,0.0151,1
0,3,12,9,7,0.11199999999999999,0.018000000000000002,1
0,3,12,10,46,0.071,0.0079,1
0,4,17,1,161,0.151,0.0147,2
0,4,17,2,160,0.185,0.0132,2
0,4,17,3,101,0.664,0.0189,2
0,5,14,4,103,0.981,0.0060999999999999995,2
0,6,18,1,161,0.083,0.0127,2
0,6,18,2,160,0.081,0.0097,2
0,6,18,3,101,0.8370000000000001,0.0128,2
0,7,20,1,161,0.09699999999999999,0.009300000000000001,2
0,7,20,2,160,0.09699999999999999,0.0106,2
0,7,20,3,101,0.807,0.008100000000000001,2
0,8,26,1,159,0.049,0.0088,2
0,8,26,2,99,0.802,0.020099999999999996,2
0,8,26,3,105,0.149,0.014199999999999999,2
0,9,25,1,159,0.046,0.008199999999999999,2
0,9,25,2,99,0.8170000000000001,0.015700000000000002,2
0,9,25,3,105,0.136,0.0137,2
0,10,21,1,45,0.35,0.011699999999999999,1
0,10,21,2,52,0.14,0.0115,1
0,10,21,3,43,0.129,0.0131,1
0,10,21,4,44,0.061,0.01,1
0,10,21,5,130,0.105,0.0104,2
0,10,21,6,39,0.204,0.013500000000000002,1
0,10,21,7,103,0.5920000000000001,0.015300000000000001,2
0,11,30,1,26,0.187,0.0084,1
0,11,30,2,17,0.015,0.0040999999999999995,1
0,11,30,5,128,0.027999999999999997,0.0063,0
0,11,30,6,126,0.083,0.0067,0
0,11,30,8,27,0.12300000000000001,0.0143,1
0,11,30,9,103,0.68,0.018500000000000003,0
0,12,11,1,113,0.04,0.0063,2
0,12,11,2,114,0.095,0.014199999999999999,2
0,12,11,3,102,0.513,0.0149,2
0,12,11,4,112,0.244,0.0098,2
0,12,11,5,111,0.10800000000000001,0.0072,2
0,13,43,1,161,0.021,0.0045000000000000005,0
0,13,43,2,160,0.063,0.006500000000000001,0
0,13,43,3,101,0.7709999999999999,0.02,0
0,13,43,4,106,0.14400000000000002,0.0173,0
0,14,51,1,32,0.128,0.0102,0
0,14,51,2,129,0.23,0.0158,0
0,14,51,3,37,0.127,0.011200000000000002,0
0,14,51,4,66,0.026000000000000002,0.0063,0
0,14,51,5,69,0.075,0.0125,0
0,14,51,6,144,0.21100000000000002,0.0155,0
0,14,51,7,146,0.344,0.0206,0
0,15,42,1,122,0.259,0.0203,0
0,15,42,2,123,0.40299999999999997,0.019,0
0,15,42,3,121,0.3,0.0109,0
0,15,42,4,47,0.098,0.0103,0
0,15,42,5,119,0.064,0.0060999999999999995,0
0,15,42,6,48,0.054000000000000006,0.0079,0
0,15,42,7,131,0.047,0.008,0
0,15,42,9,116,0.013999999999999999,0.005699999999999999,0
0,15,42,10,136,0.040999999999999995,0.0076,0
0,15,42,11,30,0.034,0.0068000000000000005,0
0,15,42,12,118,0.076,0.0087,0
0,15,42,13,49,0.023,0.0069,0
0,15,42,14,117,0.013000000000000001,0.0045000000000000005,0
0,15,42,15,154,0.377,0.0176,0
0,16,41,1,120,0.45299999999999996,0.019,0
0,16,41,2,121,0.32,0.0161,0
0,16,41,3,47,0.059000000000000004,0.0104,0
0,16,41,4,119,0.061,0.0078000000000000005,0
0,16,41,5,48,0.032,0.0044,0
0,16,41,8,116,0.012,0.004,0
0,16,41,9,136,0.026000000000000002,0.0072,0
0,16,41,10,30,0.021,0.0043,0
0,16,41,11,118,0.07,0.009300000000000001,0
0,16,41,12,49,0.018000000000000002,0.0068000000000000005,0
0,16,41,13,117,0.012,0.0034000000000000002,0
0,16,41,14,152,0.423,0.0195,0
0,17,32,1,159,0.32899999999999996,0.0213,2
0,17,32,2,99,0.33899999999999997,0.0219,0
0,17,32,3,107,0.332,0.017,0
0,18,34,1,109,0.149,0.009000000000000001,0
0,18,34,2,57,0.147,0.0129,0
0,18,34,3,40,0.10400000000000001,0.013000000000000001,0
0,18,34,4,65,0.298,0.0131,0
0,18,34,5,80,0.071,0.0049,0
0,18,34,6,56,0.34700000000000003,0.0167,0
0,18,34,7,87,0.158,0.0176,0
0,18,34,8,31,0.054000000000000006,0.0075,0
0,18,34,9,125,0.037000000000000005,0.01,0
0,18,34,10,103,0.35600000000000004,0.0176,0
0,19,37,1,9,0.013999999999999999,0.0029,0
0,19,37,2,13,0.059000000000000004,0.0042,0
0,19,37,3,16,0.14,0.0138,0
0,19,37,4,98,0.337,0.016,0
0,19,37,5,55,0.083,0.0129,0
0,19,37,6,157,0.019,0.0059,0
0,19,37,7,139,0.174,0.019,0
0,19,37,8,158,0.174,0.0146,0
0,1,39,1,78,0.5329999999999999,0.0253,2
0,1,39,2,96,0.38299999999999995,0.0259,2
0,1,39,3,85,0.061,0.0106,2
0,1,39,4,97,0.011000000000000001,0.0044,2
0,2,16,1,161,0.057999999999999996,0.0073,2
0,2,16,2,160,0.767,0.0199,2
0,2,16,3,99,0.175,0.0167,2
0,3,31,1,0,0.207,0.018799999999999997,1
0,3,31,2,8,0.131,0.0146,1
0,3,31,3,3,0.111,0.0123,1
0,3,31,4,5,0.142,0.0072,1
0,3,31,5,2,0.16899999999999998,0.0126,1
0,3,31,6,6,0.051,0.004699999999999999,1
0,3,31,7,1,0.033,0.0072,1
0,3,31,8,4,0.027999999999999997,0.0055000000000000005,1
0,3,31,9,7,0.016,0.0043,1
0,3,31,10,46,0.11199999999999999,0.0127,1
0,4,28,1,159,0.39899999999999997,0.0121,2
0,4,28,2,99,0.601,0.0121,2
0,5,18,1,161,0.059000000000000004,0.0104,2
0,5,18,2,160,0.27399999999999997,0.0285,2
0,5,18,3,99,0.667,0.0292,2
0,6,20,1,161,0.064,0.011000000000000001,2
0,6,20,2,160,0.524,0.0281,2
0,6,20,3,99,0.41200000000000003,0.0263,2
0,7,23,1,159,0.44,0.016,2
0,7,23,2,99,0.56,0.016,2
0,8,27,1,159,0.078,0.0078000000000000005,2
0,8,27,2,99,0.922,0.0078000000000000005,2
0,9,13,1,159,0.149,0.0151,2
0,9,13,2,99,0.851,0.0151,2
0,10,10,1,12,0.10800000000000001,0.0131,1
0,10,10,2,11,0.156,0.0103,1
0,10,10,3,15,0.182,0.0218,1
0,10,10,4,10,0.251,0.016399999999999998,1
0,10,10,5,14,0.133,0.0045000000000000005,1
0,10,10,6,100,0.057,0.0104,1
0,10,10,7,46,0.11199999999999999,0.0174,1
0,11,45,1,159,0.11900000000000001,0.0124,2
0,11,45,2,99,0.8809999999999999,0.0124,0
0,12,47,1,159,0.251,0.0202,2
0,12,47,2,99,0.7490000000000001,0.0202,0
0,13,50,1,120,0.763,0.0212,0
0,13,50,2,47,0.263,0.0143,0
0,13,50,3,132,0.115,0.0121,0
0,13,50,4,116,0.016,0.005,0
0,13,50,5,135,0.078,0.0052,0
0,13,50,6,29,0.11199999999999999,0.0138,0
0,13,50,7,133,0.157,0.015,0
0,13,50,8,49,0.048,0.0068000000000000005,0
0,13,50,9,115,0.032,0.0060999999999999995,0
0,13,50,10,156,0.162,0.0149,0
0,14,53,1,120,0.444,0.0292,0
0,14,53,2,47,0.09,0.0098,0
0,14,53,3,132,0.035,0.0074,0
0,14,53,4,116,0.02,0.0049,0
0,14,53,5,149,0.49200000000000005,0.0269,0
0,15,38,1,9,0.02,0.0043,0
0,15,38,2,13,0.217,0.0179,0
0,15,38,3,16,0.29100000000000004,0.0178,0
0,15,38,4,98,0.361,0.0182,0
0,15,38,5,53,0.062,0.0089,0
0,15,38,6,140,0.05,0.0105,0
0,2,40,1,78,0.212,0.0124,2
0,2,40,2,96,0.447,0.0146,2
0,2,40,3,85,0.235,0.0263,2
0,2,40,4,97,0.087,0.011899999999999999,2
0,2,40,5,79,0.018000000000000002,0.0064,1
0,3,12,1,0,0.045,0.0092,1
0,3,12,2,8,0.027999999999999997,0.0106,1
0,3,12,3,3,0.027999999999999997,0.0070999999999999995,1
0,3,12,4,5,0.09,0.016399999999999998,1
0,3,12,5,2,0.18899999999999997,0.0169,1
0,3,12,6,6,0.18899999999999997,0.0179,1
0,3,12,7,1,0.12,0.013600000000000001,1
0,3,12,8,4,0.125,0.0178,1
0,3,12,9,7,0.122,0.0121,1
0,3,12,10,46,0.065,0.011699999999999999,1
0,4,17,1,161,0.079,0.0104,2
0,4,17,2,160,0.35100000000000003,0.015600000000000001,2
0,4,17,3,101,0.57,0.0174,2
0,5,14,2,137,0.025,0.005699999999999999,2
0,5,14,3,124,0.026000000000000002,0.0062,2
0,5,14,4,103,0.9470000000000001,0.0095,2
0,6,18,1,161,0.032,0.0046,2
0,6,18,2,160,0.134,0.0144,2
0,6,18,3,101,0.8340000000000001,0.0148,2
0,7,20,1,161,0.043,0.0091,2
0,7,20,2,160,0.26,0.023799999999999998,2
0,7,20,3,101,0.6970000000000001,0.0253,2
0,8,25,1,159,0.162,0.009300000000000001,2
0,8,25,2,99,0.631,0.0255,2
0,8,25,3,105,0.207,0.0182,2
0,9,26,1,159,0.14300000000000002,0.011399999999999999,2
0,9,26,2,99,0.6509999999999999,0.0183,2
0,9,26,3,105,0.20600000000000002,0.0173,2
0,10,22,1,159,0.26899999999999996,0.0171,2
0,10,22,2,99,0.284,0.0189,2
0,10,22,3,104,0.446,0.027200000000000002,2
0,11,21,1,45,0.414,0.0147,1
0,11,21,2,52,0.188,0.016200000000000003,2
0,11,21,3,41,0.19,0.013500000000000002,1
0,11,21,4,42,0.075,0.0111,1
0,11,21,5,130,0.13699999999999998,0.0085,2
0,11,21,6,39,0.248,0.008199999999999999,1
0,11,21,7,103,0.511,0.011899999999999999,2
0,12,10,1,12,0.07200000000000001,0.011699999999999999,1
0,12,10,2,11,0.08800000000000001,0.012199999999999999,1
0,12,10,3,15,0.136,0.008199999999999999,1
0,12,10,4,10,0.25,0.0116,1
0,12,10,5,14,0.284,0.0098,1
0,12,10,6,100,0.051,0.0089,1
0,12,10,7,46,0.11900000000000001,0.0104,1
0,13,54,1,76,0.01,0.0042,0
0,13,54,2,94,0.08,0.0087,0
0,13,54,3,83,0.611,0.0196,0
0,13,54,4,90,0.203,0.0129,0
0,13,54,5,72,0.096,0.0091,0
0,14,7,1,75,0.085,0.0068000000000000005,1
0,14,7,2,93,0.086,0.0087,2
0,14,7,3,82,0.73,0.0199,2
0,14,7,4,89,0.067,0.0127,2
0,14,7,5,71,0.032,0.0058,1
0,15,5,1,74,0.055,0.006,1
0,15,5,2,92,0.239,0.0163,2
0,15,5,3,81,0.382,0.0278,2
0,15,5,4,88,0.214,0.011000000000000001,1
0,15,5,5,70,0.111,0.0138,1
0,16,8,1,77,0.326,0.0134,2
0,16,8,2,95,0.392,0.0128,2
0,16,8,3,84,0.264,0.016,2
0,17,4,1,20,0.255,0.009399999999999999,1
0,17,4,2,36,0.19,0.0159,1
0,17,4,3,35,0.281,0.0141,1
0,17,4,4,68,0.13,0.0146,1
0,17,4,5,62,0.159,0.012,1
0,17,4,6,64,0.111,0.0073,1
0,17,4,7,63,0.113,0.0123,1
0,17,4,8,148,0.512,0.0232,2
0,18,41,1,121,0.547,0.0232,0
0,18,41,2,47,0.138,0.0092,0
0,18,41,5,116,0.043,0.0029,0
0,18,41,6,117,0.048,0.008100000000000001,0
0,18,41,7,152,0.414,0.0226,0
0,19,32,1,159,0.33,0.0219,2
0,19,32,2,99,0.313,0.0159,0
0,19,32,3,107,0.35700000000000004,0.0183,0
0,20,34,1,109,0.14,0.0178,0
0,20,34,2,57,0.217,0.0163,0
0,20,34,3,40,0.102,0.0131,0
0,20,34,4,65,0.275,0.0253,0
0,20,34,5,56,0.37799999999999995,0.0128,0
0,20,34,6,87,0.16,0.0121,0
0,20,34,7,31,0.057999999999999996,0.0083,0
0,20,34,8,58,0.031,0.0055000000000000005,0
0,20,34,9,125,0.043,0.0068000000000000005,0
0,20,34,10,103,0.37,0.020499999999999997,0
0,21,37,2,13,0.038,0.0062,0
0,21,37,3,16,0.099,0.0139,0
0,21,37,4,98,0.364,0.0202,0
0,21,37,5,55,0.13,0.006999999999999999,0
0,21,37,6,157,0.027000000000000003,0.0067,0
0,21,37,7,139,0.174,0.0143,0
0,21,37,8,158,0.16699999999999998,0.0097,0
0,2,40,1,78,0.353,0.0216,2
0,2,40,2,96,0.44,0.022400000000000003,2
0,2,40,3,85,0.16399999999999998,0.0095,2
0,2,40,4,97,0.035,0.0055000000000000005,2
0,3,12,1,0,0.054000000000000006,0.006500000000000001,1
0,3,12,2,8,0.033,0.005,1
0,3,12,3,3,0.040999999999999995,0.006,1
0,3,12,4,5,0.113,0.0106,1
0,3,12,5,2,0.18600000000000003,0.0207,1
0,3,12,6,6,0.191,0.0101,1
0,3,12,7,1,0.094,0.0106,1
0,3,12,8,4,0.109,0.015,1
0,3,12,9,7,0.11199999999999999,0.0096,1
0,3,12,10,46,0.069,0.0121,1
0,4,17,1,161,0.075,0.01,2
0,4,17,2,160,0.308,0.0103,2
0,4,17,3,101,0.617,0.0172,2
0,5,14,2,137,0.02,0.0043,2
0,5,14,3,124,0.013000000000000001,0.0023,2
0,5,14,4,103,0.965,0.0052,1
0,6,18,1,161,0.048,0.0087,2
0,6,18,2,160,0.102,0.010700000000000001,2
0,6,18,3,101,0.85,0.0176,2
0,7,24,1,159,0.032,0.0070999999999999995,2
0,7,24,2,99,0.39,0.0151,2
0,7,24,3,141,0.578,0.012199999999999999,2
0,8,20,1,161,0.059000000000000004,0.0076,2
0,8,20,2,160,0.163,0.0171,2
0,8,20,3,101,0.778,0.0192,2
0,9,19,1,161,0.02,0.0036,2
0,9,19,2,160,0.026000000000000002,0.0060999999999999995,2
0,9,19,3,101,0.435,0.0173,2
0,9,19,4,142,0.519,0.0183,2
0,10,21,1,45,0.257,0.0088,1
0,10,21,2,52,0.09,0.0109,1
0,10,21,3,41,0.10800000000000001,0.010700000000000001,1
0,10,21,4,42,0.037000000000000005,0.0070999999999999995,1
0,10,21,5,130,0.057999999999999996,0.0084,2
0,10,21,6,39,0.188,0.0137,1
0,10,21,7,103,0.65,0.013500000000000002,2
0,11,30,1,18,0.07400000000000001,0.0069,1
0,11,30,2,26,0.09,0.008199999999999999,1
0,11,30,3,17,0.031,0.0066,1
0,11,30,4,128,0.08800000000000001,0.0092,2
0,11,30,5,127,0.156,0.01,2
0,11,30,6,24,0.057999999999999996,0.0077,1
0,11,30,7,27,0.111,0.0116,1
0,11,30,8,103,0.652,0.011699999999999999,0
0,12,11,1,113,0.013000000000000001,0.005699999999999999,2
0,12,11,2,114,0.047,0.0040999999999999995,2
0,12,11,3,102,0.41200000000000003,0.0148,2
0,12,11,4,112,0.348,0.0141,2
0,12,11,5,111,0.18100000000000002,0.0102,2
0,13,9,1,12,0.053,0.005600000000000001,1
0,13,9,2,11,0.091,0.0098,1
0,13,9,3,15,0.133,0.012,1
0,13,9,4,10,0.276,0.020099999999999996,1
0,13,9,5,14,0.273,0.0184,1
0,13,9,6,100,0.039,0.006,1
0,13,9,7,46,0.136,0.0132,1
0,14,46,1,159,0.031,0.006999999999999999,0
0,14,46,2,99,0.9690000000000001,0.006999999999999999,0
0,15,48,1,159,0.105,0.011399999999999999,0
0,15,48,2,99,0.895,0.011399999999999999,0
0,16,50,1,120,0.765,0.0126,0
0,16,50,2,47,0.24600000000000002,0.0106,0
0,16,50,3,134,0.12,0.0118,0
0,16,50,5,38,0.013999999999999999,0.0039000000000000003,0
0,16,50,6,51,0.025,0.004,0
0,16,50,8,116,0.018000000000000002,0.0037,0
0,16,50,9,136,0.057,0.008,0
0,16,50,10,29,0.07,0.006500000000000001,0
0,16,50,11,133,0.12300000000000001,0.012,0
0,16,50,12,49,0.043,0.0042,0
0,16,50,13,117,0.038,0.0060999999999999995,0
0,16,50,14,155,0.179,0.0131,0
0,17,49,1,120,0.752,0.0131,0
0,17,49,2,47,0.204,0.0103,0
0,17,49,3,132,0.083,0.009000000000000001,0
0,17,49,5,38,0.01,0.0026,0
0,17,49,6,51,0.02,0.0043,0
0,17,49,8,116,0.025,0.0033,0
0,17,49,9,155,0.21100000000000002,0.0118,0
0,18,44,1,159,0.231,0.0106,0
0,18,44,2,99,0.332,0.016,0
0,18,44,3,143,0.43799999999999994,0.018600000000000002,0
0,19,34,1,109,0.226,0.018000000000000002,0
0,19,34,2,57,0.10400000000000001,0.0073,0
0,19,34,3,40,0.131,0.0141,0
0,19,34,4,65,0.32899999999999996,0.013500000000000002,0
0,19,34,5,80,0.133,0.0101,0
0,19,34,6,56,0.19899999999999998,0.015300000000000001,0
0,19,34,7,125,0.064,0.0092,0
0,19,34,8,103,0.381,0.0172,0
0,20,36,2,13,0.022000000000000002,0.0043,0
0,20,36,3,16,0.133,0.0126,0
0,20,36,4,98,0.479,0.0132,0
0,20,36,5,55,0.10099999999999999,0.013000000000000001,0
0,20,36,6,157,0.016,0.002,0
0,20,36,7,139,0.149,0.008199999999999999,0
0,20,36,8,158,0.09699999999999999,0.0105,0
0,2,40,1,78,0.22899999999999998,0.0165,2
0,2,40,2,96,0.461,0.0213,2
0,2,40,3,85,0.221,0.01,2
0,2,40,4,97,0.079,0.0132,2
0,2,40,5,79,0.011000000000000001,0.0036,1
0,3,12,1,0,0.034,0.0085,1
0,3,12,2,8,0.018000000000000002,0.0046,1
0,3,12,3,3,0.036000000000000004,0.0063,1
0,3,12,4,5,0.09699999999999999,0.0148,1
0,3,12,5,2,0.153,0.0139,1
0,3,12,6,6,0.20600000000000002,0.0126,1
0,3,12,7,1,0.09699999999999999,0.009899999999999999,1
0,3,12,8,4,0.147,0.015,1
0,3,12,9,7,0.141,0.0181,1
0,3,12,10,46,0.07200000000000001,0.011699999999999999,1
0,4,17,1,161,0.076,0.0097,2
0,4,17,2,160,0.23,0.015600000000000001,2
0,4,17,3,101,0.695,0.0183,2
0,5,14,4,103,0.9790000000000001,0.003,1
0,6,18,1,161,0.061,0.009300000000000001,2
0,6,18,2,160,0.095,0.0051,2
0,6,18,3,101,0.845,0.0121,2
0,7,20,1,161,0.075,0.0097,2
0,7,20,2,160,0.122,0.018500000000000003,2
0,7,20,3,101,0.802,0.0179,2
0,8,25,1,159,0.13699999999999998,0.0184,2
0,8,25,2,99,0.722,0.0181,2
0,8,25,3,105,0.141,0.018600000000000002,2
0,9,26,1,159,0.11199999999999999,0.011699999999999999,2
0,9,26,2,99,0.741,0.0197,2
0,9,26,3,105,0.147,0.0168,2
0,10,22,1,159,0.345,0.016200000000000003,2
0,10,22,2,99,0.28,0.0128,2
0,10,22,3,104,0.375,0.010700000000000001,2
0,11,21,1,45,0.414,0.0176,2
0,11,21,2,52,0.193,0.014199999999999999,1
0,11,21,3,41,0.207,0.02,1
0,11,21,4,42,0.081,0.011000000000000001,1
0,11,21,5,130,0.12300000000000001,0.011399999999999999,2
0,11,21,6,39,0.256,0.016,1
0,11,21,7,103,0.502,0.0187,2
0,12,54,1,76,0.012,0.0022,0
0,12,54,2,94,0.084,0.0105,0
0,12,54,3,83,0.611,0.0167,0
0,12,54,4,90,0.215,0.0108,0
0,12,54,5,72,0.078,0.0087,0
0,13,7,1,75,0.073,0.0073,1
0,13,7,2,93,0.10300000000000001,0.0121,2
0,13,7,3,82,0.747,0.0152,2
0,13,7,4,89,0.049,0.0049,1
0,13,7,5,71,0.027999999999999997,0.0064,1
0,14,5,1,74,0.079,0.0078000000000000005,1
0,14,5,2,92,0.221,0.012,2
0,14,5,3,81,0.377,0.019799999999999998,2
0,14,5,4,88,0.225,0.0178,2
0,14,5,5,70,0.098,0.0092,1
0,15,8,1,77,0.284,0.0147,2
0,15,8,2,95,0.402,0.011899999999999999,2
0,15,8,3,84,0.301,0.0134,2
0,16,41,1,120,0.46399999999999997,0.0225,0
0,16,41,2,121,0.46299999999999997,0.0229,0
0,16,41,3,47,0.10099999999999999,0.0116,0
0,16,41,4,131,0.024,0.0103,0
0,16,41,7,116,0.034,0.006999999999999999,0
0,16,41,8,117,0.040999999999999995,0.0078000000000000005,0
0,16,41,9,152,0.386,0.0246,0
0,17,32,1,159,0.34299999999999997,0.0204,2
0,17,32,2,99,0.314,0.0179,0
0,17,32,3,107,0.34299999999999997,0.0174,0
0,18,33,1,159,0.053,0.0098,0
0,18,33,2,99,0.354,0.020499999999999997,0
0,18,33,3,108,0.593,0.015600000000000001,0
0,19,34,1,109,0.135,0.0111,0
0,19,34,2,57,0.21,0.0175,0
0,19,34,3,40,0.106,0.008,0
0,19,34,4,65,0.325,0.0146,0
0,19,34,5,56,0.401,0.0097,0
0,19,34,6,87,0.161,0.0155,0
0,19,34,7,31,0.065,0.0108,0
0,19,34,8,58,0.024,0.0043,0
0,19,34,9,125,0.03,0.0064,0
0,19,34,10,103,0.37,0.0151,0
0,20,37,2,13,0.02,0.006,0
0,20,37,3,16,0.12,0.014499999999999999,0
0,20,37,4,98,0.369,0.0269,0
0,20,37,5,55,0.113,0.0103,0
0,20,37,7,139,0.192,0.011399999999999999,0
0,20,37,8,158,0.17,0.018600000000000002,0
0,2,40,1,78,0.34600000000000003,0.014499999999999999,2
0,2,40,2,96,0.44299999999999995,0.0189,2
0,2,40,3,85,0.153,0.0147,2
0,2,40,4,97,0.045,0.0078000000000000005,2
0,2,40,5,79,0.013000000000000001,0.0037,1
0,3,12,1,0,0.068,0.011200000000000002,1
0,3,12,2,8,0.037000000000000005,0.0073,1
0,3,12,3,3,0.045,0.0085,1
0,3,12,4,5,0.10400000000000001,0.0124,1
0,3,12,5,2,0.19,0.010700000000000001,1
0,3,12,6,6,0.19,0.016200000000000003,1
0,3,12,7,1,0.08900000000000001,0.008,1
0,3,12,8,4,0.084,0.0109,1
0,3,12,9,7,0.128,0.011399999999999999,1
0,3,12,10,46,0.066,0.0076,1
0,4,17,1,161,0.053,0.0109,2
0,4,17,2,160,0.45299999999999996,0.0161,2
0,4,17,3,101,0.494,0.0203,2
0,5,14,2,137,0.04,0.0077,2
0,5,14,3,124,0.013999999999999999,0.0039000000000000003,2
0,5,14,4,103,0.9420000000000001,0.0091,2
0,6,18,1,161,0.026000000000000002,0.0045000000000000005,2
0,6,18,2,160,0.132,0.0132,2
0,6,18,3,101,0.8420000000000001,0.0132,2
0,7,24,1,159,0.019,0.0049,2
0,7,24,2,99,0.40299999999999997,0.0116,2
0,7,24,3,141,0.578,0.0095,2
0,8,20,1,161,0.026000000000000002,0.0054,2
0,8,20,2,160,0.285,0.014199999999999999,2
0,8,20,3,101,0.6890000000000001,0.0141,2
0,9,19,1,161,0.034,0.005699999999999999,2
0,9,19,2,160,0.039,0.0097,2
0,9,19,3,101,0.405,0.024399999999999998,2
0,9,19,4,142,0.522,0.0194,2
0,10,21,1,45,0.262,0.013600000000000001,1
0,10,21,2,52,0.083,0.01,1
0,10,21,3,41,0.102,0.0138,1
0,10,21,4,42,0.027000000000000003,0.004,1
0,10,21,5,130,0.076,0.009000000000000001,2
0,10,21,6,39,0.205,0.0115,1
0,10,21,7,103,0.648,0.0106,1
0,11,30,1,18,0.064,0.0146,1
0,11,30,2,26,0.124,0.0095,1
0,11,30,3,17,0.037000000000000005,0.0043,1
0,11,30,4,128,0.09,0.0137,2
0,11,30,5,127,0.184,0.0138,2
0,11,30,6,24,0.04,0.0051,1
0,11,30,7,27,0.098,0.0115,1
0,11,30,8,103,0.627,0.018500000000000003,0
0,12,11,2,114,0.051,0.0053,2
0,12,11,3,102,0.405,0.0158,2
0,12,11,4,112,0.33399999999999996,0.012,2
0,12,11,5,111,0.201,0.0161,2
0,13,9,1,12,0.07200000000000001,0.0088,1
0,13,9,2,11,0.124,0.0059,1
0,13,9,3,15,0.17300000000000001,0.009399999999999999,1
0,13,9,4,10,0.222,0.024,1
0,13,9,5,14,0.214,0.0108,1
0,13,9,6,100,0.053,0.011399999999999999,1
0,13,9,7,46,0.141,0.0182,1
0,14,46,1,159,0.03,0.008100000000000001,0
0,14,46,2,99,0.97,0.008100000000000001,0
0,15,48,1,159,0.114,0.013300000000000001,0
0,15,48,2,99,0.8859999999999999,0.013300000000000001,0
0,16,50,1,120,0.772,0.0118,0
0,16,50,2,47,0.257,0.0159,0
0,16,50,3,134,0.195,0.0109,0
0,16,50,5,38,0.015,0.0027,0
0,16,50,6,51,0.051,0.0067,0
0,16,50,8,116,0.018000000000000002,0.0058,0
0,16,50,9,136,0.076,0.01,0
0,16,50,10,29,0.08800000000000001,0.01,0
0,16,50,11,133,0.127,0.0139,0
0,16,50,12,49,0.05,0.0059,0
0,16,50,13,117,0.035,0.0060999999999999995,0
0,16,50,14,155,0.171,0.0144,0
0,17,49,1,120,0.757,0.0155,0
0,17,49,2,47,0.23399999999999999,0.0124,0
0,17,49,3,132,0.127,0.0138,0
0,17,49,5,38,0.015,0.004,0
0,17,49,6,51,0.048,0.008199999999999999,0
0,17,49,8,116,0.019,0.0043,0
0,17,49,9,155,0.205,0.0182,0
0,18,44,1,159,0.239,0.0179,0
0,18,44,2,99,0.309,0.016,0
0,18,44,3,143,0.452,0.0168,0
0,19,34,1,109,0.327,0.018600000000000002,0
0,19,34,2,57,0.11699999999999999,0.0106,0
